lga_name,suburb,latitude,longitude
Alpine,Abbeyard,-36.8466834,146.6962857
Yarra,Abbotsford,-37.8023601,144.9983623
Moonee Valley,Aberfeldie,-37.7493029,144.9006313
Murrindindi,Acheron,-37.1872994,145.6245586
Baw Baw,Ada,-37.7865626,146.0696009
Bass Coast,Adams Estate,-38.3114378,145.5579927
South Gippsland,Agnes,-38.6183432,146.3488562
Colac-Otway,Aire Valley,-38.6505708,143.4554195
Surf Coast,Aireys Inlet,-38.451657,144.0521131
Brimbank,Airport West,-37.7245197,144.8758725
Hindmarsh,Albacutya,-35.8357024,141.9791849
Brimbank,Albanvale,-37.7435941,144.8016402
Port Phillip,Albert Park,-37.8460268,144.9584302
Brimbank,Albion,-37.7791149,144.823628
Murrindindi,Alexandra,-37.1872994,145.6245586
Baw Baw,Allambee,-38.2245094,146.0584482
Baw Baw,Allambee Reserve,-38.4049813,146.1812023
Baw Baw,Allambee South,-38.4049813,146.1812023
Moyne,Allansford,-38.4034955,142.6814062
Glenelg,Allestree,-38.290126,141.4706543
Moira,Almonds,-36.2467001,145.958135
Bass Coast,Almurta,-38.4509941,145.6134608
Darebin,Alphington,-37.7824868,145.0190242
Hobsons Bay,Altona,-37.859343,144.8126334
Hobsons Bay,Altona Meadows,-37.8760399,144.7796581
Hobsons Bay,Altona North,-37.8388686,144.8346241
Central Goldfields,Amherst,-37.2153546,143.6718623
Baw Baw,Amor,-38.0474021,146.2929381
Pyrenees,Amphitheatre,-37.1974706,143.4122052
Golden Plains,Anakie,-37.9873525,144.2811537
Mansfield,Ancona,-36.9771194,145.7356129
Alpine,Anglers Rest,-37.022052,147.5079912
Surf Coast,Anglesea,-38.3850062,144.1501922
Swan Hill,Annuello,-34.7552395,142.7455935
Hindmarsh,Antwerp,-36.314886,142.0639245
Colac-Otway,Apollo Bay,-38.7494709,143.6285244
West Wimmera,Apsley,-36.8910613,141.0540674
Horsham,Arapiles,-36.8127092,141.8100218
Bass Coast,Arawata,-38.5195374,145.7356129
Greater Shepparton,Arcadia,-36.4324574,145.4693163
Greater Shepparton,Arcadia South,-36.4324574,145.4693163
Central Goldfields,Archdale,-36.6942531,143.5202874
Central Goldfields,Archdale Junction,-36.6942531,143.5202874
Bass Coast,Archies Creek,-38.6238593,145.6023644
Brimbank,Ardeer,-37.7776716,144.7988921
Greater Shepparton,Ardmona,-36.2976747,145.2922335
Buloke,Areegra,-36.3286415,142.9170407
Campaspe,Argyle,-36.8919051,144.7412036
Stonnington,Armadale,-37.857253,145.0190242
Greater Geelong,Armstrong Creek,-38.2617284,144.3248554
Nillumbik,Arthurs Creek,-37.5885255,145.2148736
Mornington Peninsula,Arthurs Seat,-38.3352183,144.9942305
Maribyrnong,Ascot Vale,-37.7773364,144.9006313
Macedon Ranges,Ashbourne,-37.3324774,144.5437205
Boroondara,Ashburton,-37.8675054,145.0906914
Boroondara,Ashwood,-37.8675054,145.0906914
Kingston (Vic.),Aspendale,-38.0005492,145.1044805
Kingston (Vic.),Aspendale Gardens,-38.0005492,145.1044805
Baw Baw,Athlone,-38.1155251,145.8690603
Hume,Attwood,-37.6707522,144.8896264
Buloke,Aubrey,-36.2167744,142.4039296
Greater Bendigo,Auchmore,-36.469814,144.3904526
Greater Geelong,Avalon,-38.0110859,144.4561033
Mitchell,Avenel,-36.9214551,145.3364703
Pyrenees,Avoca,-37.0638618,143.4554195
Moonee Valley,Avondale Heights,-37.7628247,144.8648709
Campaspe,Avonmore,-36.5430106,144.8291259
Cardinia,Avonsleigh,-37.9137981,145.4582381
Corangamite,Ayrford,-38.4984954,142.9385002
Greater Geelong,Bacchus Marsh,-37.7356162,144.4123303
Benalla,Baddaginnie,-36.6394628,145.8690603
Murrindindi,Badger Creek,-37.5848772,145.5136433
Campaspe,Bagshot North,-36.8021738,144.4779988
Strathbogie,Bailieston,-36.7719697,145.1155133
Ballarat,Bakery Hill,-37.5691087,143.8563224
Glen Eira,Balaclava,-37.8670566,144.9997396
Ballarat,Bald Hills,-37.3708363,143.9541563
Golden Plains,Ballan,-37.6114047,144.215646
Moyne,Ballangeich,-38.1923617,142.6279608
Buloke,Ballapur,-35.9221523,142.8312661
Ballarat,Ballarat East,-37.5691087,143.8563224
Ballarat,Ballarat North,-37.5691087,143.8563224
Campaspe,Ballendella,-36.3317046,144.6533747
Greater Geelong,Balliang,-37.7356162,144.4123303
Greater Geelong,Balliang East,-37.7356162,144.4123303
Ararat,Ballyrogan,-37.390738,143.1749726
Southern Grampians,Balmoral,-37.2543103,141.8100218
Mornington Peninsula,Balnarring,-38.3541527,145.1044805
Mornington Peninsula,Balnarring Beach,-38.3541527,145.1044805
Wellington,Balook,-38.5613687,146.6065057
Boroondara,Balwyn,-37.8090918,145.0769045
Boroondara,Balwyn North,-37.7941151,145.0879338
Campaspe,Bamawm,-36.3317046,144.6533747
Campaspe,Bamawm Extension,-36.1149809,144.6314321
Colac-Otway,Bambra,-38.260588,143.9541563
Golden Plains,Bamganie,-37.8585983,144.0194472
Buloke,Bangerang,-36.2167744,142.4039296
Greater Dandenong,Bangholme,-38.0191689,145.2148736
Swan Hill,Bannerton,-34.7552395,142.7455935
Golden Plains,Bannockburn,-37.9939081,144.1938221
Buloke,Banyan,-35.6652195,142.7455935
Northern Grampians,Banyena,-36.6090828,142.6600232
Banyule,Banyule,-37.7436031,145.0769045
Greater Geelong,Bareena,-38.155681,144.3521811
Loddon,Baringhup,-36.9483008,143.9759139
Loddon,Baringhup West,-36.9483008,143.9759139
Northern Grampians,Barkly,-36.9882754,143.0888943
Ballarat,Barkstead,-37.3708363,143.9541563
Moira,Barmah,-35.9921604,145.005249
Campaspe,Barnadown,-36.6546373,144.5437205
Indigo,Barnawartha,-36.1542047,146.7299747
Albury,Barnawartha North,-36.2373927,146.9661233
Baw Baw,Baromi,-38.4049813,146.1812023
Greater Geelong,Barrabool,-38.1636337,144.1501922
Buloke,Barrakee,-36.2125211,143.4338092
Loddon,Barraport,-36.0772722,143.6935405
Loddon,Barraport West,-36.0772722,143.6935405
Hepburn,Barrys Reef,-37.459275,144.3685809
Colac-Otway,Barunah Park,-37.9976266,143.88892
Colac-Otway,Barunah Plains,-37.9976266,143.88892
Alpine,Barwidgee,-36.8466834,146.6962857
Mansfield,Barwite,-37.0313019,146.1365456
Colac-Otway,Barwon Downs,-38.4455968,143.8020236
Greater Geelong,Barwon Heads,-38.2498059,144.4232713
Hepburn,Basalt,-37.3405241,144.1610974
Bass Coast,Bass,-38.4734903,145.4582381
Golden Plains,Batesford,-37.9873525,144.2811537
Moira,Bathumi,-36.0520717,145.8913207
Darebin,Batman,-37.7343488,144.9666905
Baw Baw,Baw Baw,-37.7865626,146.0696009
Baw Baw,Baw Baw Village,-37.7865626,146.0696009
Frankston,Baxter,-38.1972006,145.1762197
Ararat,Bayindeen,-37.390738,143.1749726
Baw Baw,Bayles,-38.1825837,145.5912693
Greater Bendigo,Baynton,-37.1335012,144.5656396
Greater Bendigo,Baynton East,-37.1335012,144.5656396
Knox,Bayswater,-37.8386354,145.2756505
Knox,Bayswater North,-37.8386354,145.2756505
Cardinia,Beaconsfield,-38.0347309,145.3862638
Cardinia,Beaconsfield Upper,-37.999986,145.4360858
Central Goldfields,Bealiba,-36.6942531,143.5202874
Moira,Bearii,-35.9078595,145.4471613
Loddon,Bears Lagoon,-36.515547,143.8671868
Gannawarra,Beauchamp,-35.7583662,143.8671868
Pyrenees,Beaufort,-37.4528631,143.3474304
Bayside,Beaumaris,-37.980927199999996,145.0328017
Colac-Otway,Beeac,-38.1418099,143.6718623
Colac-Otway,Beech Forest,-38.6505708,143.4554195
Indigo,Beechworth,-36.3851254,146.6962857
Cardinia,Beenak,-37.8251456,145.5579927
Yarra Ranges,Belgrave,-37.932935,145.3475331
Yarra Ranges,Belgrave Heights,-37.932935,145.3475331
Yarra Ranges,Belgrave South,-37.932935,145.3475331
Greater Geelong,Bell Park,-38.1083132,144.3357845
Greater Geelong,Bell Post Hill,-38.1083132,144.3357845
Greater Geelong,Bellarine,-38.1610488,144.6753231
East Gippsland,Bellbird Creek,-37.609984,148.8289611
Surf Coast,Bellbrae,-38.3419249,144.2374759
Albury,Bellbridge,-36.2373927,146.9661233
Ararat,Bellellen,-37.1716807,142.5745556
Banyule,Bellfield,-37.7417753,145.0438252
Ararat,Bellfield,-37.1716807,142.5745556
Surf Coast,Bells Beach,-38.3419249,144.2374759
Greater Geelong,Belmont,-38.1747227,144.3139277
East Gippsland,Bemm River,-37.609984,148.8289611
South Gippsland,Bena,-38.4506894,145.7245012
Benalla,Benalla,-36.6181709,145.9804173
East Gippsland,Benambra,-36.9009009,147.8708157
West Wimmera,Benayeo,-36.8910613,141.0540674
Nillumbik,Bend of Islands,-37.6897828,145.2369693
Greater Bendigo,Bendigo,-36.7665875,144.2920769
Gannawarra,Benjeroop,-35.7583662,143.8671868
Macedon Ranges,Benloch,-37.2423687,144.7192376
Monash,Bennettswood,-37.8483275,145.1099967
Glen Eira,Bentleigh,-37.9193526,145.0438252
Glen Eira,Bentleigh East,-37.9174873,145.0658766
Surf Coast,Benwerrin,-38.455233,143.9324048
Golden Plains,Beremboke,-37.6114047,144.215646
Ararat,Berringa,-37.6978029,143.0029169
Buloke,Berriwillock,-35.6512854,142.9170407
Corangamite,Berrybank,-38.0061194,143.4986586
Baw Baw,Berrys Creek,-38.4586497,146.002705
Casey,Berwick,-38.0264207,145.3475331
Glenelg,Bessiebelle,-37.9678788,141.3889736
Central Goldfields,Bet Bet,-36.8747643,143.6068646
Central Goldfields,Betley,-36.8747643,143.6068646
Buloke,Beulah,-35.9172982,142.4039296
Swan Hill,Beverford,-35.2285875,143.4662269
Mitchell,Beveridge,-37.4822825,144.9832134
Mildura,Big Desert,-35.3571245,141.5991643
Surf Coast,Big Hill,-38.451657,144.0521131
Greater Bendigo,Big Hill,-36.808032,144.2483931
Yarra Ranges,Big Pats Creek,-37.6990844,145.8023118
Snowy Valleys,Biggara,-36.4104992,147.9162555
East Gippsland,Bindi,-37.1819263,147.7799935
South Gippsland,Binginwarri,-38.6286899,146.4383942
Alpine,Bingo Munjie,-37.022052,147.5079912
Buloke,Birchip,-35.9221523,142.8312661
Buloke,Birchip West,-35.9221523,142.8312661
Mildura,Birdwoodton,-34.189156,141.8100218
Colac-Otway,Birregurra,-38.3300725,143.8128803
Mornington Peninsula,Bittern,-38.3329437,145.165179
Ballarat,Black Hill,-37.5691087,143.8563224
Ararat,Black Range,-37.1716807,142.5745556
Bayside,Black Rock,-37.980927199999996,145.0328017
Whitehorse,Blackburn,-37.8258214,145.1541397
Whitehorse,Blackburn North,-37.8258214,145.1541397
Whitehorse,Blackburn South,-37.8258214,145.1541397
Hepburn,Blackwood,-37.459275,144.3685809
Bass Coast,Blackwood Forest,-38.5123976,145.6023644
Mornington Peninsula,Blairgowrie,-38.3645949,144.7686693
Golden Plains,Blakeville,-37.6114047,144.215646
Cardinia,Blind Bight,-38.2092442,145.3917982
Ballarat,Blowhard,-37.7122033,143.8671868
Glenelg,Bochara,-37.7255033,141.8945505
Alpine,Bogong,-36.8124613,147.3270485
Greater Shepparton,Boho,-36.6078959,145.7133909
Greater Shepparton,Boho South,-36.6078959,145.7133909
Buloke,Boigbeat,-35.6512854,142.9170407
Mildura,Boinka,-35.3571245,141.5991643
Wellington,Boisdale,-37.6951451,146.9661233
Northern Grampians,Bolangum,-36.8204775,142.8312661
Macedon Ranges,Bolinda,-37.439438,144.7741635
Swan Hill,Bolton,-35.0979662,142.9599661
Baw Baw,Bona Vista,-38.1692482,145.9469958
Kingston (Vic.),Bonbeach,-38.048116,145.1210303
Albury,Bonegilla,-36.2373927,146.9661233
Mornington Peninsula,Boneo,-38.4218526,144.8951287
Campaspe,Bonn,-36.3317046,144.6533747
Mansfield,Bonnie Doon,-37.0207039,145.8690603
South Gippsland,Boolarong,-38.9962856,146.3376699
Latrobe (Vic.),Boolarra,-38.4631226,146.3600438
Latrobe (Vic.),Boolarra South,-38.4631226,146.3600438
East Gippsland,Boole Poole,-37.9215501,147.7573
Yarriambiack,Boolite,-36.4286658,142.5745556
Moira,Boomahnoomoonah,-36.1554528,145.9135867
Surf Coast,Boonah,-38.455233,143.9324048
Indigo,Boorhaman North,-36.0564816,146.4495924
Baw Baw,Boorool,-38.4586497,146.002705
Loddon,Boort,-36.0772722,143.6935405
Moira,Boosey,-36.0520717,145.8913207
Indigo,Boralma,-36.1723841,146.4495924
Ararat,Bornes Hill,-37.5195066,142.6172766
Knox,Boronia,-37.8610682,145.2867055
Buloke,Borung,-36.424265,143.6068646
Colac-Otway,Bostocks Creek,-38.1491105,143.1319209
Casey,Botanic Ridge,-38.1347885,145.2811778
Swan Hill,Boundary Bend,-34.7507483,143.1104044
Central Goldfields,Bowenvale,-37.0550295,143.6935405
Benalla,Boweya,-36.5103613,146.1812023
Benalla,Boweya North,-36.5103613,146.1812023
Wangaratta,Bowmans Forest,-36.5231859,146.5840737
Whitehorse,Box Hill,-37.8333543,145.1210303
Whitehorse,Box Hill North,-37.8052948,145.1210303
Whitehorse,Box Hill South,-37.8333543,145.1210303
Benalla,Boxwood,-36.4002774,145.958135
Loddon,Bradford,-36.9483008,143.9759139
Corangamite,Bradvale,-37.7488709,143.3474304
Kingston (Vic.),Braeside,-38.0005492,145.1044805
Greater Shepparton,Branditt,-36.4615673,145.5579927
Monash,Brandon Park,-37.8921876,145.1706992
Baw Baw,Brandy Creek,-38.0844084,146.002705
Glenelg,Branxholme,-37.8391588,141.8100218
Baw Baw,Bravington,-38.0844084,146.002705
Maribyrnong,Braybrook,-37.7903679,144.8566207
Glenelg,Breakaway Creek,-37.9603082,141.5570726
Greater Geelong,Breakwater,-38.176358,144.3849841
Greater Geelong,Breamlea,-38.2498059,144.4232713
Loddon,Brenanah,-36.515547,143.8671868
Wellington,Briagolong,-37.6951451,146.9661233
Banyule,Briar Hill,-37.698595,145.1099967
Greater Bendigo,Bridgewater,-36.6251143,144.0194472
Greater Bendigo,Bridgewater North,-36.6251143,144.0194472
Greater Bendigo,Bridgewater on Loddon,-36.6251143,144.0194472
Alpine,Bright,-36.882628,147.0562333
Bayside,Brighton,-37.9044002,144.9997396
Bayside,Brighton East,-37.9179439,145.0190242
Bayside,Brighton North,-37.9044002,144.9997396
Yarriambiack,Brim,-36.0562538,142.4252353
Indigo,Brimin,-36.0564816,146.4495924
West Wimmera,Bringalbert,-36.8910613,141.0540674
Snowy Valleys,Bringenbrong,-36.4104992,147.9162555
Mitchell,Broadford,-37.2372916,145.093449
Hume,Broadmeadows,-37.6763574,144.9336544
Central Goldfields,Bromley,-36.8747643,143.6068646
Melton,Brookfield,-37.7810237,144.5437205
Brimbank,Brooklyn,-37.8146251,144.8456217
East Gippsland,Brookville,-37.1819263,147.7799935
Ballarat,Broomfield,-37.3708363,143.9541563
Indigo,Browns Plains,-36.0564816,146.4495924
Indigo,Bruarong,-36.3378001,146.8536008
East Gippsland,Brumby,-37.2938907,148.2804541
Moreland,Brunswick,-37.7666099,144.9584302
Moreland,Brunswick East,-37.769412,144.9804594
Moreland,Brunswick South,-37.761,144.9419122
Moreland,Brunswick West,-37.761,144.9419122
East Gippsland,Bruthen,-37.2938907,148.2804541
Ararat,Buangor,-37.390738,143.1749726
East Gippsland,Buchan,-37.2938907,148.2804541
East Gippsland,Buchan South,-37.2938907,148.2804541
Alpine,Buckland,-36.8264122,146.8760951
Surf Coast,Buckley,-38.2482932,144.1283863
Glenelg,Buckley Swamp,-37.7255033,141.8945505
East Gippsland,Budgee Budgee,-37.4228208,147.1915504
Latrobe (Vic.),Budgeree,-38.4631226,146.3600438
South Gippsland,Buffalo,-38.6765966,146.013851
Alpine,Buffalo River,-36.8466834,146.6962857
Southern Grampians,Bulart,-37.4235761,142.0639245
East Gippsland,Buldah,-37.5621735,149.1960526
Swan Hill,Bulga,-35.281810899999996,143.5094722
Ararat,Bulgana,-37.2971613,142.9170407
Hume,Bulla,-37.6342319,144.7961441
Colac-Otway,Bullaharre,-38.3948462,143.1534436
Ballarat,Bullarook,-37.7122033,143.8671868
Hepburn,Bullarto,-37.286475,144.1938221
Manningham,Bulleen,-37.7660476,145.0879338
Macedon Ranges,Bullengarook,-37.5197014,144.5437205
Towong,Bullioh,-36.2031354,147.168985
Baw Baw,Buln Buln,-38.0844084,146.002705
East Gippsland,Bumberrah,-37.8149759,147.8140428
Greater Shepparton,Bunbartha,-36.2266803,145.4250118
Moira,Bundalong,-36.0520717,145.8913207
Moira,Bundalong South,-36.0520717,145.8913207
Alpine,Bundara,-37.022052,147.5079912
Golden Plains,Bunding,-37.6114047,144.215646
Banyule,Bundoora,-37.6987006,145.0548502
Darebin,Bundoora,-37.72165,145.0465813
Colac-Otway,Bungador,-38.1491105,143.1319209
Moorabool,Bungal,-37.7625944,144.0630048
Benalla,Bungeet,-36.3378842,146.002705
Benalla,Bungeet West,-36.3378842,146.002705
Buloke,Bunguluke,-36.0005012,143.2611514
Ballarat,Buninyong,-37.6521937,143.8943543
Cardinia,Bunyip,-38.0771825,145.7245012
Cardinia,Bunyip North,-38.0771825,145.7245012
Central Goldfields,Burkes Flat,-36.6942531,143.5202874
Central Goldfields,Burnbank,-37.2153546,143.6718623
Campaspe,Burnewang,-36.4802144,144.5875645
Yarra,Burnley,-37.8203499,144.9997396
Brimbank,Burnside,-37.7687064,144.7521888
Brimbank,Burnside Heights,-37.7687064,144.7521888
Campaspe,Burramboot,-36.5430106,144.8291259
Moira,Burramine,-36.0520717,145.8913207
Moira,Burramine South,-36.0520717,145.8913207
Towong,Burrowye,-36.0696807,147.6892483
Monash,Burwood,-37.8483275,145.1099967
Whitehorse,Burwood East,-37.8552869,145.1513801
Moyne,Bushfield,-38.2466034,142.5532048
Wellington,Bushy Park,-37.6951451,146.9661233
East Gippsland,Butchers Ridge,-37.2938907,148.2804541
Murrindindi,Buxton,-37.430404,145.702282
Glenelg,Byaduk,-37.7255033,141.8945505
Southern Grampians,Byaduk North,-37.783845,142.0003599
Macedon Ranges,Bylands,-37.3564385,144.9721978
Greater Shepparton,Byrneside,-36.4005389,145.1706992
Mildura,Cabarita,-34.189156,141.8100218
East Gippsland,Cabbage Tree Creek,-37.609984,148.8289611
Macedon Ranges,Cadello,-37.3324774,144.5437205
Brimbank,Cairnlea,-37.7687064,144.7521888
Brimbank,Calder Park,-37.6940036,144.7521888
Bass Coast,Caldermeade,-38.3114378,145.5579927
Greater Bendigo,California Gully,-36.6478425,144.1938221
Campaspe,Calivil,-36.1663341,144.3904526
Northern Grampians,Callawadda,-36.8204775,142.8312661
Latrobe (Vic.),Callignee,-38.2728501,146.5840737
Latrobe (Vic.),Callignee North,-38.2728501,146.5840737
Latrobe (Vic.),Callignee South,-38.2728501,146.5840737
Wellington,Calrossie,-38.5613687,146.6065057
East Gippsland,Calulu,-37.6874281,147.5532762
Murrindindi,Cambarville,-37.6356131,146.0696009
Boroondara,Camberwell,-37.8334095,145.0658766
Ballarat,Cambrian Hill,-37.7122033,143.8671868
Hume,Campbellfield,-37.665113,144.955677
Northern Grampians,Campbells Bridge,-36.8204775,142.8312661
Greater Bendigo,Campbells Forest,-36.6478425,144.1938221
Colac-Otway,Camperdown,-38.1491105,143.1319209
Ballarat,Canadian,-37.5691087,143.8563224
Loddon,Canary Island,-36.0772722,143.6935405
Greater Shepparton,Caniambo,-36.4615673,145.5579927
East Gippsland,Cann River,-37.5621735,149.1960526
Gannawarra,Cannie,-35.8651458,143.5202874
Casey,Cannons Creek,-38.1347885,145.2811778
Buloke,Cannum,-36.2167744,142.4039296
Boroondara,Canterbury,-37.8245223,145.0741474
Glenelg,Cape Bridgewater,-38.290126,141.4706543
Colac-Otway,Cape Otway,-38.7494709,143.6285244
Mornington Peninsula,Cape Schanck,-38.4218526,144.8951287
Bass Coast,Cape Woolamai,-38.5282425,145.3862638
Mornington Peninsula,Capel Sound,-38.3745297,144.8786231
Campaspe,Carag Carag,-36.4617737,144.9832134
Central Goldfields,Caralulup,-37.2153546,143.6718623
Moyne,Caramut,-37.9386771,142.5105224
Cardinia,Cardinia,-38.140252,145.3807298
Mildura,Cardross,-34.3907124,141.4309582
Moorabool,Cargerie,-37.7625944,144.0630048
Mildura,Carina,-35.1673606,141.095836
Central Goldfields,Carisbrook,-37.0150311,143.8454596
Colac-Otway,Carlisle River,-38.5619202,143.4122052
Macedon Ranges,Carlsruhe,-37.3324774,144.5437205
Melbourne,Carlton,-37.798389,144.9694441
Melbourne,Carlton North,-37.7843702,144.9694441
Melbourne,Carlton South,-37.798389,144.9694441
Indigo,Carlyle,-36.0564816,146.4495924
Glen Eira,Carnegie,-37.8950779,145.0548502
Brimbank,Caroline Springs,-37.7687064,144.7521888
Latrobe (Vic.),Carrajung,-38.2728501,146.5840737
Latrobe (Vic.),Carrajung Lower,-38.2728501,146.5840737
Corangamite,Carranballac,-37.7488709,143.3474304
Buloke,Carron,-36.3286415,142.9170407
Kingston (Vic.),Carrum,-38.0742262,145.1431018
Frankston,Carrum Downs,-38.0975353,145.1706992
Mildura,Carwarp,-34.540636,142.1487691
Glenelg,Cashmore,-38.290126,141.4706543
Alpine,Cassilis,-37.022052,147.5079912
Murrindindi,Castella,-37.5848772,145.5136433
Glenelg,Casterton,-37.5824909,141.2841298
Mount Alexander,Castlemaine,-37.0636472,144.2265602
Baw Baw,Catani,-38.1825837,145.5912693
Ararat,Cathcart,-37.2971613,142.9170407
Murrindindi,Cathkin,-37.1872994,145.6245586
Loddon,Catumnal,-36.0772722,143.6935405
Glen Eira,Caulfield,-37.8932076,145.0217795
Glen Eira,Caulfield East,-37.8763981,145.0548502
Glen Eira,Caulfield Junction,-37.8712631,145.0190242
Glen Eira,Caulfield North,-37.8712631,145.0190242
Glen Eira,Caulfield South,-37.8932076,145.0217795
Mitchell,Caveat,-37.0435482,145.2480193
Southern Grampians,Cavendish,-37.4235761,142.0639245
Glen Eira,Central Park,-37.8763981,145.0548502
Greater Geelong,Ceres,-38.1636337,144.1501922
Monash,Chadstone,-37.8819831,145.0989646
Monash,Chadstone Centre,-37.8819831,145.0989646
East Gippsland,Chandlers Creek,-37.5621735,149.1960526
Colac-Otway,Chapple Vale,-38.5619202,143.4122052
West Wimmera,Charam,-37.0613621,141.3050851
Greater Geelong,Charlemont,-38.2617284,144.3248554
Indigo,Charleroi,-36.3055342,147.1238691
Buloke,Charlton,-36.2125211,143.4338092
Ararat,Chatsworth,-37.5195066,142.6172766
Kingston (Vic.),Chelsea,-38.048116,145.1210303
Kingston (Vic.),Chelsea Heights,-38.048116,145.1210303
Bayside,Cheltenham,-37.964155,145.0658766
Bayside,Cheltenham East,-37.964155,145.0658766
Ararat,Chepstowe,-37.6978029,143.0029169
Macedon Ranges,Cherokee,-37.3550485,144.7192376
Benalla,Chesney Vale,-36.4002774,145.958135
Hepburn,Chewton,-37.0991896,144.1938221
Hepburn,Chewton Bushlands,-37.0991896,144.1938221
Baw Baw,Childers,-38.2177192,146.1812023
Gannawarra,Chillingollah,-35.4094202,143.5202874
Indigo,Chiltern,-36.1761422,146.5840737
Indigo,Chiltern Valley,-36.1761422,146.5840737
Buloke,Chinangin,-35.440122099999996,143.1749726
Swan Hill,Chinkapook,-35.0979662,142.9599661
Macedon Ranges,Chintin,-37.4071549,144.9832134
Yarra Ranges,Chirnside Park,-37.7373267,145.3088196
Colac-Otway,Chocolyn,-38.1491105,143.1319209
Nillumbik,Christmas Hills,-37.6158673,145.3807298
Murrindindi,Chum Creek,-37.5848772,145.5136433
Latrobe (Vic.),Churchill,-38.3219988,146.4160017
Bass Coast,Churchill Island,-38.5282425,145.3862638
Pyrenees,Chute,-37.4528631,143.3474304
Kingston (Vic.),Clarinda,-37.9454838,145.1210303
Hume,Clarkefield,-37.497542,144.8071366
Monash,Clayton,-37.9211962,145.1320653
Monash,Clayton,-37.9104511,145.1348243
Kingston (Vic.),Clayton South,-37.9454838,145.1210303
Horsham,Clear Lake,-36.8127092,141.8100218
Cardinia,Clematis,-37.9137981,145.4582381
Moreland,Clifton Hill,-37.7885749,144.9887218
Greater Geelong,Clifton Springs,-38.2049453,144.5875645
Mitchell,Clonbinane,-37.2372916,145.093449
Glenelg,Clover Flat,-37.4420537,141.7255991
Baw Baw,Cloverlea,-38.1797383,146.0361469
East Gippsland,Club Terrace,-37.609984,148.8289611
Central Goldfields,Clunes,-37.261355,143.8020236
Cardinia,Clyde,-38.140252,145.3807298
Cardinia,Clyde North,-38.140252,145.3807298
Macedon Ranges,Cobaw,-37.3324774,144.5437205
East Gippsland,Cobbannah,-37.4228208,147.1915504
East Gippsland,Cobberas,-36.9009009,147.8708157
Colac-Otway,Cobden,-38.3948462,143.1534436
Colac-Otway,Cobrico,-38.3948462,143.1534436
Alpine,Cobungra,-37.022052,147.5079912
Darebin,Coburg,-37.7343488,144.9666905
Darebin,Coburg North,-37.7343488,144.9666905
Swan Hill,Cocamba,-35.0979662,142.9599661
Central Goldfields,Cochranes Creek,-36.6942531,143.5202874
Cardinia,Cockatoo,-37.9473069,145.5025595
Brimbank,Cocoroc,-37.938058,144.6753231
Glenelg,Codrington,-38.2498873,141.9822579
Ballarat,Coghills Creek,-37.3708363,143.9541563
Gannawarra,Cohuna,-35.8021206,144.215646
Greater Geelong,Coimadai,-37.7356162,144.4123303
Buloke,Cokum,-35.6565961,143.4122052
Colac-Otway,Colac,-38.3313559,143.5852111
Snowy Valleys,Colac Colac,-36.4104992,147.9162555
Colac-Otway,Colac East,-38.3313559,143.5852111
Colac-Otway,Colac West,-38.3313559,143.5852111
Campaspe,Colbinabbin,-36.5430106,144.8291259
Golden Plains,Colbrook,-37.6114047,144.215646
Yarra Ranges,Coldstream,-37.7057909,145.4250118
Mildura,Colignan,-34.540636,142.1487691
Yarra,Collingwood,-37.8009595,144.9873447
Yarra,Collingwood North,-37.8009595,144.9873447
Greater Shepparton,Colliver,-36.4615673,145.5579927
East Gippsland,Combienbar,-37.609984,148.8289611
Northern Grampians,Concongella,-36.9882754,143.0888943
Glenelg,Condah,-37.9603082,141.5570726
Moyne,Condah Swamp,-38.0490245,141.9791849
Greater Shepparton,Congupna,-36.2927129,145.480396
Greater Geelong,Connewarre,-38.2498059,144.4232713
West Wimmera,Connewirricoo,-37.0613621,141.3050851
Glenelg,Coojar,-37.4420537,141.7255991
Hume,Coolaroo,-37.6539007,144.9226452
Greater Shepparton,Cooma,-36.4591947,145.2038278
Greater Shepparton,Coomboona,-36.2976747,145.2922335
Wellington,Coongulla,-37.6951451,146.9661233
Buloke,Coonooer Bridge,-36.7208653,143.1749726
Buloke,Coonooer West,-36.7208653,143.1749726
Cardinia,Cora Lynn,-38.0999051,145.6800684
Buloke,Corack,-36.3286415,142.9170407
Buloke,Corack East,-36.3286415,142.9170407
Colac-Otway,Coragulac,-38.36853,143.4338092
Bass Coast,Corinella,-38.3114378,145.5579927
Greater Geelong,Corio,-38.0788809,144.3576473
Glenelg,Corndale,-37.5824909,141.2841298
Indigo,Cornishtown,-36.1761422,146.5840737
Bass Coast,Coronet Bay,-38.3114378,145.5579927
Campaspe,Corop,-36.5430106,144.8291259
Campaspe,Corop West,-36.4802144,144.5875645
Colac-Otway,Cororooke,-38.2962142,143.5256956
Snowy Valleys,Corryong,-36.4104992,147.9162555
Greater Shepparton,Cosgrove,-36.4324574,145.4693163
Greater Shepparton,Cosgrove South,-36.4324574,145.4693163
Campaspe,Costerfield,-36.8919051,144.7412036
Nillumbik,Cottles Bridge,-37.5885255,145.2148736
East Gippsland,Cowa,-37.4228208,147.1915504
Mildura,Cowangie,-35.1766811,141.3679914
Bass Coast,Cowes,-38.4898703,145.2038278
Corangamite,Cowleys Creek,-38.4984954,142.9385002
Latrobe (Vic.),Cowwarr,-38.0132354,146.6850587
