lga_name,suburb,latitude,longitude
Mitchell,Whiteheads Creek,-37.0435482,145.2480193
Baw Baw,Whitelaw,-38.4372473,145.8245558
Wangaratta,Whitfield,-36.748307,146.4160017
Greater Geelong,Whittington,-38.176358,144.3849841
Murrindindi,Whittlesea,-37.4666309,145.1596592
Colac-Otway,Whoorel,-38.4455968,143.8020236
Wangaratta,Whorouly,-36.5231859,146.5840737
Wangaratta,Whorouly East,-36.5231859,146.5840737
Wangaratta,Whorouly South,-36.5231859,146.5840737
Campaspe,Whroo,-36.602205,145.005249
Ararat,Wickliffe,-37.5195066,142.6172766
Moira,Wilby,-36.1554528,145.9135867
Baw Baw,Wild Dog Valley,-38.4586497,146.002705
Hume,Wildwood,-37.5424727,144.7192376
Buloke,Wilkur,-36.2167744,142.4039296
Buloke,Willangie,-35.6652195,142.7455935
Moyne,Willatook,-38.2179522,142.2337184
Ararat,Willaura,-37.5195066,142.6172766
Ararat,Willaura North,-37.5195066,142.6172766
Buloke,Willenabrina,-36.2167744,142.4039296
Wyndham,Williams Landing,-37.8614859,144.7439497
Hobsons Bay,Williamstown,-37.8571449,144.8813738
Hobsons Bay,Williamstown North,-37.8571449,144.8813738
Baw Baw,Willow Grove,-38.0474021,146.2929381
Mitchell,Willowmavin,-37.2531649,144.9171412
Golden Plains,Willowvale,-37.7370214,143.5202874
Wellington,Willung,-38.2317005,146.8086278
Wellington,Willung South,-38.2317005,146.8086278
Greater Bendigo,Wilsons Hill,-36.8284445,144.0630048
South Gippsland,Wilsons Promontory,-38.9962856,146.3376699
Bass Coast,Wimbledon Heights,-38.4898703,145.2038278
Colac-Otway,Winchelsea,-38.260588,143.9541563
Colac-Otway,Winchelsea South,-38.260588,143.9541563
Port Phillip,Windsor,-37.8544481,144.996985
East Gippsland,Wingan River,-37.5126059,149.5642369
Colac-Otway,Wingeel,-38.1130535,143.9541563
Buloke,Winjallok,-36.7208653,143.1749726
Gannawarra,Winlaton,-35.4094202,143.5202874
Swan Hill,Winnambool,-35.0979662,142.9599661
Glenelg,Winnap,-37.9678788,141.3889736
Moyne,Winslow,-38.2466034,142.5532048
Benalla,Winton,-36.675664,146.1588712
Benalla,Winton North,-36.675664,146.1588712
Strathbogie,Wirrate,-36.7719697,145.1155133
Wodonga,Wodonga,-36.1118041,146.8423556
Whittlesea,Wollert,-37.5891893,144.9942305
Wellington,Won Wron,-38.5613687,146.6065057
South Gippsland,Wonga,-38.9962856,146.3376699
Manningham,Wonga Park,-37.7347069,145.2590707
Colac-Otway,Wongarra,-38.6077436,143.8454596
Alpine,Wonnangatta,-36.8466834,146.6962857
Bass Coast,Wonthaggi,-38.6238593,145.6023644
South Gippsland,Wonyip,-38.6183432,146.3488562
Swan Hill,Wood Wood,-35.1548064,143.2827118
Macedon Ranges,Woodend,-37.3324774,144.5437205
Macedon Ranges,Woodend North,-37.3324774,144.5437205
Mansfield,Woodfield,-36.9771194,145.7356129
Moyne,Woodford,-38.2466034,142.5532048
East Gippsland,Woodglen,-37.6874281,147.5532762
Ararat,Woodhouse,-37.6658132,142.318772
Bass Coast,Woodleigh,-38.3930465,145.6911745
Wellington,Woodside,-38.5234965,146.8985944
Wellington,Woodside Beach,-38.5234965,146.8985944
Wellington,Woodside North,-38.5234965,146.8985944
Whittlesea,Woodstock,-37.5365105,145.0603633
Campaspe,Woodstock on Loddon,-36.8021738,144.4779988
Loddon,Woodstock West,-36.9483008,143.9759139
Greater Bendigo,Woodvale,-36.6478425,144.1938221
Bass Coast,Woolamai,-38.6238593,145.6023644
Wellington,Woolenook,-37.6951451,146.9661233
Buloke,Woolshed Flat,-36.424265,143.6068646
Moyne,Woolsthorpe,-38.0951382,142.4891909
Buloke,Woomelang,-35.6652195,142.7455935
Indigo,Wooragee,-36.3851254,146.6962857
South Gippsland,Woorarra East,-38.6183432,146.3488562
South Gippsland,Woorarra West,-38.9962856,146.3376699
Baw Baw,Wooreen,-38.4586497,146.002705
Cardinia,Woori Yallock,-37.8251456,145.5579927
Swan Hill,Woorinen,-35.2667175,143.4662269
Swan Hill,Woorinen North,-35.2667175,143.4662269
Swan Hill,Woorinen South,-35.2972762,143.4446136
Ararat,Woorndoo,-38.002399,142.8312661
Buloke,Wooroonook,-36.2125211,143.4338092
Glenelg,Wootong Vale,-37.4420537,141.7255991
East Gippsland,Wroxham,-37.5126059,149.5642369
Moira,Wunghnu,-36.1592629,145.3364703
Colac-Otway,Wurdiboluc,-38.260588,143.9541563
Wellington,Wurruk,-38.096577,147.0675028
Buloke,Wycheproof,-36.0005012,143.2611514
Buloke,Wycheproof South,-36.0005012,143.2611514
Buloke,Wychitella North,-36.2125211,143.4338092
Colac-Otway,Wye River,-38.6077436,143.8454596
Colac-Otway,Wyelangta,-38.6505708,143.4554195
Melton,Wyndham Vale,-37.8706337,144.5875645
Campaspe,Wyuna,-36.2508546,145.093449
Campaspe,Wyuna East,-36.2508546,145.093449
Hindmarsh,Yaapeet,-35.8357024,141.9791849
Greater Shepparton,Yabba North,-36.2251044,145.7133909
Greater Shepparton,Yabba South,-36.2251044,145.7133909
Indigo,Yackandandah,-36.3378001,146.8536008
Moira,Yalca,-35.9530351,145.2922335
Banyule,Yallambie,-37.7248812,145.0769045
Ararat,Yalla-Y-Poora,-37.5026752,143.0244018
Glenelg,Yambuk,-38.2498873,141.9822579
Campaspe,Yambuna,-36.2331845,144.9832134
Whittlesea,Yan Yean,-37.5474779,145.1486206
Loddon,Yando,-36.0772722,143.6935405
Hepburn,Yandoit Hills,-37.286475,144.1938221
Moyne,Yangery,-38.2179522,142.2337184
Baw Baw,Yannathan,-38.1825837,145.5912693
Murrindindi,Yarck,-37.0473079,145.6023644
Moyne,Yarpturk,-38.2179522,142.2337184
Nillumbik,Yarra Glen,-37.6158673,145.3807298
Yarra Ranges,Yarra Junction,-37.8447909,145.702282
Greater Bendigo,Yarraberb,-36.6251143,144.0194472
Baw Baw,Yarragon,-38.2245094,146.0584482
Baw Baw,Yarragon South,-38.2245094,146.0584482
Wellington,Yarram,-38.5613687,146.6065057
Nillumbik,Yarrambat,-37.6404295,145.1320653
Maribyrnong,Yarraville,-37.819811,144.8813738
Loddon,Yarrawalla,-36.0765288,144.1283863
Moira,Yarrawonga,-36.0520717,145.8913207
Moira,Yarrawonga South,-36.0520717,145.8913207
Glenelg,Yatchaw,-37.7255033,141.8945505
Buloke,Yawong Hills,-37.0021242,143.2827118
Murrindindi,Yea,-37.3030137,145.402868
Cardinia,Yellingbo,-37.8251456,145.5579927
Mildura,Yelta,-34.189156,141.8100218
Colac-Otway,Yeodene,-38.36853,143.4338092
Yarra Ranges,Yering,-37.7057909,145.4250118
Buloke,Yeungroon,-36.2125211,143.4338092
Buloke,Yeungroon East,-36.2125211,143.4338092
Moira,Yielima,-36.0388917,145.2038278
Latrobe (Vic.),Yinnar,-38.3637637,146.3712327
Latrobe (Vic.),Yinnar South,-38.3637637,146.3712327
Buloke,York Plains,-36.7208653,143.1749726
Greater Shepparton,Youanmite,-36.2251044,145.7133909
Moira,Youarang,-36.1554528,145.9135867
Glenelg,Yulecart,-37.7255033,141.8945505
Moira,Yundool,-36.2467001,145.958135
Hume,Yuroke,-37.5930751,144.8401227
Colac-Otway,Yuulong,-38.6505708,143.4554195
Greater Shepparton,Zeerust,-36.2266803,145.4250118
